CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",113740071
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",14055495
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",27899663
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",5690890
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",72667711
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",16801891
39380,"Pueblo, CO (Metropolitan Statistical Area)",5120297
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",4017971
39540,"Racine, WI (Metropolitan Statistical Area)",8165511
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",57158726
39660,"Rapid City, SD (Metropolitan Statistical Area)",5089349
39740,"Reading, PA (Metropolitan Statistical Area)",16483687
39820,"Redding, CA (Metropolitan Statistical Area)",6603832
39900,"Reno, NV (Metropolitan Statistical Area)",21592425
40060,"Richmond, VA (Metropolitan Statistical Area) *",65537988
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",129375751
40220,"Roanoke, VA (Metropolitan Statistical Area) *",14345693
40340,"Rochester, MN (Metropolitan Statistical Area)",10683803
40380,"Rochester, NY (Metropolitan Statistical Area)",56347052
40420,"Rockford, IL (Metropolitan Statistical Area)",13562448
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",6855653
40660,"Rome, GA (Metropolitan Statistical Area)",3684241
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",100861605
40980,"Saginaw, MI (Metropolitan Statistical Area)",7226897
41060,"St. Cloud, MN (Metropolitan Statistical Area)",8157925
41100,"St. George, UT (Metropolitan Statistical Area)",3503881
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",5047762
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",145824911
41420,"Salem, OR (Metropolitan Statistical Area)",13197639
41500,"Salinas, CA (Metropolitan Statistical Area)",21336279
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",16319500
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",64518692
41660,"San Angelo, TX (Metropolitan Statistical Area)",5362161
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",86358863
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",173540455
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",335782258
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",172968476
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",13053432
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",12108628
42140,"Santa Fe, NM (Metropolitan Statistical Area)",6401156
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",22375651
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",22072212
42340,"Savannah, GA (Metropolitan Statistical Area)",15691687
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",22947984
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",248596172
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",4612195
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2339590
43100,"Sheboygan, WI (Metropolitan Statistical Area)",5881488
