,Memberships,continent,Year,City,Country,Latitude,Longitude,Population,NO2,Pw_NO2,PAF_NO2,Cases_NO2,Rates_NO2,Pop_ped,city_area,NAME_LIST,Slope,Base_GDP,GDP,Base_NO2,Base_Population,NO2T,BaseT,LogGDP,State,Region,Predicted,Actual,pc_dif,abs_dif,Residuals,PerCapita,ConcPercChange,ConcChange_Score,slope_Score,resid_Score,Total_Score,GDPBins,PopChange,PopChangeBins,Base_PerCapita,Base_Pop_ped,location_name_x,asthma_2010,location_name_y,asthma_2019,ActualAF,PredictedAF,BaseAF,Actual_Cases,Predicted_Cases,Base_Cases,Cases_Residual,Rates_Residual
78,0,North America,2019,Billings,United States,45.7766,-108.558,86949,13.36,13.57,22.3644,130,153.95,18969,55010757.59,Billings,-0.141454545,8404954,9743657,14.28,77038,2.592265168,3.778888725538237,15.9443318518771,MT,NGP,13.06746829,13.360000000000005,2.1896085941137997,2.1896085941137997,0.2925317081736036,53.634710761998605,-6.442577031,0.5039946492400412,0.6778889899909007,0.4309886951341034,0.5376241114550151,"(52.756, 64.503]",9911,"(4574.0, 12925.5]",53.41056778826295,18331,MT,2153.705988100254,MT,2355.2700947983744,0.2656468675681851,0.26066526841870297,0.2810960636834773,118.68336562432233,116.45773067268848,110.97555789776415,2.2256349516338503,11.73301150104829
79,0,North America,2019,Orange Park,United States,30.1699,-81.7422,78925,7.31,7.24,10.9284,60,78.07,19014,45847848.04,Orange Park,-0.069454545,60793957,77187561,8.34,62707,1.9892432737616872,2.8879058156387303,17.92300095054937,FL,SE,6.917209475988683,7.31,5.373331382,5.373331382,0.3927905240113176,49.49462524863515,-12.3501199,0.4289809878676459,0.737943585,0.4451576534456348,0.5373607421302079,"(42.965, 52.756]",16218,"(12925.5, 28675.0]",45.02595693,16270,FL,2621.526042376902,FL,2822.016027539578,0.1554426778620258,0.14774100927915956,0.1753095500866877,83.40714101711923,79.27459411048123,74.77343025252074,4.132546906637998,21.734232179646565
80,0,North America,2019,Muncie,United States,40.1977,-85.3951,69627,11.44,11.87,19.4392,80,115.41,14717,51944073.92,Muncie,-0.10969697,3988999,3677599,12.76,70240,2.437115985951652,3.57211422,15.199050880198117,IN,MW,11.032594910937473,11.44,3.561233296001109,3.561233296001109,0.4074050890625269,32.22148333114294,-10.34482759,0.4544440817651315,0.7043777171165705,0.447223039528859,0.535348279,"(11.959, 42.965]",-613,"(-137344.0, 4574.0]",33.90016911845941,16239,IN,2681.8543002961533,IN,2672.5500491180155,0.232327300180869,0.2250650585401126,0.2553928804028922,91.37878569132278,88.5224066863042,111.22521345379353,2.8563790050185816,19.40870425371055
81,1,North America,2019,Worcester,United States,42.2644,-71.7885,239614,9.11,10.06,16.1531,250,106.32,53500,126915626.0,Worcester,-0.172606061,39986982,44528153,10.34,226535,2.209372711271867,3.215587038162705,17.504064509107867,MA,NE,8.220281393402148,9.11,9.766395242566976,9.766395242566976,0.8897186065978513,47.00017416012599,-11.89555126,0.4347530760733253,0.6519057729248812,0.5153854257085235,0.5340147582355766,"(42.965, 52.756]",13079,"(12925.5, 28675.0]",50.01167152146262,54649,MA,2689.6697329704443,MA,2938.0421834795,0.1898556017810511,0.17302460619590287,0.21256111644342113,298.42501523939836,271.96917160416774,312.43882632077384,26.45584363523062,49.45017501912265
82,0,North America,2019,Saginaw,United States,43.4355,-83.9653,95993,9.92,10.45,16.8759,110,110.62,21543,100958314.3,Saginaw,-0.066424242,7226897,7745002,11.07,100192,2.294552921296781,3.327160951922825,15.793320318053413,MI,MW,9.794575935,9.92,1.2643554933640075,1.2643554933640075,0.1254240649417095,40.64785686919738,-10.38843722,0.4538903290120847,0.740471135,0.4073724055269771,0.53391129,"(11.959, 42.965]",-4199,"(-137344.0, 4574.0]",36.15057200454202,24568,MI,2686.179530310261,MI,2972.6691226638623,0.2048804729955117,0.2025723185835595,0.22573468129490104,131.2058870188044,129.72774006527217,148.97147808151038,1.4781469535322174,6.861379350750672
83,0,North America,2019,Shreveport,United States,32.4834,-93.7337,196458,9.76,9.83,15.7183,220,114.32,45565,181478078.0,Shreveport,-0.202787879,20988818,21390399,11.21,185833,2.278292400425001,3.348133808556641,16.859500377681428,LA,SE,8.636571288727884,9.76,11.51054007450938,11.51054007450938,1.1234287112721155,54.19324509888373,-12.93487957,0.4215557410872692,0.6267313719543018,0.5484142292351224,0.5322337807588978,"(52.756, 64.503]",10625,"(4574.0, 12925.5]",52.49842545879304,46891,LA,2306.3256068392184,LA,2391.017049012209,0.20193484712652865,0.18094274191088322,0.22823581788306024,220.00133561296283,197.13113143331424,246.82771139416135,22.870204179648596,50.19248146526631
84,0,North America,2019,Deltona,United States,28.901,-81.2635,87447,6.33,6.48,9.3638,40,48.89,15461,74732004.24,Deltona,-0.122969697,16179129,19358796,6.7,79260,1.8453002361560848,2.588435821108957,16.599232636254406,FL,SE,6.370974538977278,6.33,-0.647307093,0.6473070928479969,-0.040974539,28.96440717272748,-5.52238806,0.5156791592568728,0.6933070468102315,0.3838563200603234,0.5309475087091425,"(11.959, 42.965]",8187,"(4574.0, 12925.5]",32.716371401359275,15608,FL,2621.526042376902,FL,2822.016027539578,0.13609607939911017,0.136913782936824,0.1434519420020488,59.38033871541978,59.737112497975644,58.69591331905728,-0.35677378255586234,-2.3075724892042064
85,0,North America,2019,Cape Coral,United States,26.602,-81.921,331578,7.93,7.97,12.1478,170,49.96,58741,281862802.7,Cape Coral; Fort Myers,-0.099393939,22394411,29515140,9.05,244291,2.0706530356467567,3.0083217912982647,16.924321976764165,FL,SE,7.495643540186218,7.930000000000001,5.477382847588686,5.477382847588686,0.4343564598137828,38.302648534799246,-12.37569061,0.4286562924491934,0.7129713881306237,0.4510319100548315,0.5308865302115495,"(11.959, 42.965]",87287,"(28675.0, 1016891.0]",36.111222911839214,48742,FL,2621.526042376902,FL,2822.016027539578,0.1674579889890465,0.15905843806792674,0.1887314193293571,277.59183198755034,263.66806076503275,241.15803011203627,13.923771222517587,23.703667323534816
86,0,North America,2019,Rogers,United States,36.3379,-94.1561,78835,7.82,7.88,12.095,80,99.38,20203,54890127.81,Rogers; Bentonville,-0.146848485,17703662,24961100,8.71,56706,2.056684555,2.951270912674741,16.68928206880009,AR,SE,7.375192226764294,7.820000000000001,5.688078941633086,5.688078941633086,0.4448077732357074,120.58327657087096,-10.21814007,0.4560527530398509,0.67338995,0.4525089295362475,0.5273172110120375,"(64.503, 393.912]",22129,"(12925.5, 28675.0]",84.14687960454394,15748,AR,2192.153721149351,AR,2398.3381405593905,0.1653387839919458,0.1567141878927727,0.182331522663567,80.11263512519483,75.93370563440523,62.94455535312029,4.178929490789599,20.684697771566597
87,0,North America,2019,Waco,United States,31.5342,-97.1652,128728,10.11,10.11,16.2341,160,121.33,31995,80753967.04,Waco,-0.130181818,9300696,12197984,11.1,118151,2.31352503303238,3.331666249791536,16.045599794032885,TX,SGP,9.888234749646491,10.109999999999998,2.1935237423690053,2.1935237423690053,0.2217652503535063,45.03294593676625,-8.918918919,0.4725501932586226,0.6872914771003943,0.4209877093621316,0.5269431265737162,"(42.965, 52.756]",10577,"(4574.0, 12925.5]",39.40505364,31839,TX,2776.859302081202,TX,2862.518949212457,0.20836428587560607,0.20429653585635554,0.22627132060881505,190.83312699474115,187.1076255118722,200.05195782607439,3.725501482868964,11.644011510764068
88,0,North America,2019,Utica,United States,43.0948,-75.252,68243,8.12,8.29,12.8767,50,79.03,14198,29987094.24,Utica,-0.195939394,11634997,12013166,8.74,68411,2.0943301541735866,2.9563490998188966,16.26952809687578,NY,NE,7.676236219505832,8.12,5.465071188351807,5.465071188351807,0.4437637804941667,41.42613883237353,-7.09382151,0.495725182,0.6324436356283489,0.4523613884994934,0.5268434020090331,"(11.959, 42.965]",-168,"(-137344.0, 4574.0]",38.86792585193772,15565,NY,3085.157958785269,NY,3357.9629331746173,0.17110576832620672,0.16256096865020175,0.18289824448370584,81.57699819567688,77.5031489352419,87.82862154909853,4.073849260434983,28.693120583427124
89,1,North America,2019,Erie,United States,42.1092,-80.0895,158607,8.51,8.91,14.0509,140,90.84,34845,109923541.1,Erie,-0.091393939,11497121,10733930,9.75,158803,2.1412419425852827,3.122498999199199,16.257607214165144,PA,NE,8.221848327889973,8.51,3.3860361000003203,3.3860361000003203,0.2881516721100272,39.79538646340016,-12.71794872,0.4243103173911478,0.7196441209180062,0.4303696917290733,0.5247747100127425,"(11.959, 42.965]",-196,"(-137344.0, 4574.0]",40.960792486978335,38013,PA,2792.1494003130947,PA,2963.228057166292,0.17854331904609289,0.17305455348635745,0.20175038360058684,184.352550258695,178.68519774102342,214.13377201929566,5.667352517671588,16.26446410581601
90,0,North America,2019,Indio,United States,33.7541,-116.371,426757,10.48,10.97,17.8223,610,143.23,114122,292245602.1,Indio; Palm Springs,-0.236909091,129375751,163951956,12.52,311852,2.349468678892896,3.5383612025908264,18.678231526797976,CA,SW,9.011892486,10.48,14.00865948237832,14.00865948237832,1.4681075137532478,35.25370127193493,-16.29392971,0.3789027032356258,0.5982711555959963,0.5971255524481247,0.5247664704265823,"(11.959, 42.965]",114905,"(28675.0, 1016891.0]",30.47165993094779,89985,CA,2587.737665958791,CA,2670.777576661472,0.21510480806310572,0.18801661281185267,0.2512513066377544,655.6275781875628,573.0642547083374,585.0576969566199,82.56332347922535,72.34654446927442
91,1,North America,2019,Waukegan,United States,42.3765,-87.9489,379533,9.77,9.96,16.0009,470,122.89,98304,322801348.9,Waukegan; North Chicago; Gurnee; Round Lake Beach; Zion; Grayslake; Lake Forest; Round Lake; Lindenhurst; Beach Park; Lake Bluff,-0.24430303,547911679,626388990,11.15,350406,2.2793164660546914,3.339161571,20.121624662215027,IL,MW,8.612592845758517,9.77,11.846542008612923,11.846542008612923,1.1574071542414828,66.22941409516544,-12.37668161,0.4286437087005473,0.592103933,0.5532161924131337,0.5246546113273151,"(64.503, 393.912]",29127,"(28675.0, 1016891.0]",57.83190589696599,97255,IL,2540.24586135474,IL,2618.3253983047825,0.20211926802571367,0.18048871922275977,0.22716489305498122,520.2385432987217,464.56327141633477,561.2145284777093,55.67527188238688,56.635815310045245
92,0,North America,2019,Provo,United States,40.3192,-111.725,398955,9.95,10.4,16.7622,740,185.05,134681,142841217.7,Provo; Orem; Lehi,-0.135818182,16801891,27512658,11.77,294475,2.2975725511705014,3.4307433596816885,16.637001997562948,UT,SW,9.182350908425615,9.95,7.715066246978718,7.715066246978718,0.7676490915743823,42.35303408389432,-15.46304163,0.3894532753598047,0.6825902335456475,0.498134096186778,0.5233925350307435,"(11.959, 42.965]",104480,"(28675.0, 1016891.0]",31.703475668434063,105931,UT,2025.0629426251603,UT,2032.0846553209649,0.2054315662540409,0.19120912387390998,0.23815982971164495,562.2316709056989,523.3072364112812,510.8931851397851,38.92443449441771,28.901206921850676
93,0,North America,2019,Savannah,United States,32.0559,-81.1198,159641,7.54,7.91,12.0729,130,82.41,34610,136595446.7,Savannah,-0.109272727,15691687,19804193,8.51,141700,2.020222182019865,2.9171904291629644,16.568641639643108,GA,SE,7.299711009,7.540000000000002,3.1868566426921983,3.1868566426921983,0.2402889908589918,50.34712586404578,-11.39835488,0.4410664489481164,0.7047315741583257,0.4236055550328873,0.5231345260464432,"(42.965, 52.756]",17941,"(12925.5, 28675.0]",45.001955897662384,33505,GA,2747.2524489943034,GA,2796.679495341258,0.1599200705851942,0.15524182615506166,0.17854331904609289,154.7915575937321,150.26334084461155,164.3432212963433,4.52821674912056,13.083550271946141
94,1,North America,2019,Kalamazoo,United States,42.2615,-85.5861,133318,9.04,9.42,15.0123,130,99.93,29653,105929991.9,Kalamazoo,-0.201757576,10952230,12781868,9.58,127748,2.201659174404085,3.095157508108432,16.20905364646037,MI,MW,8.790176608707629,9.04,2.763533089517389,2.763533089517389,0.2498233912923719,48.221454279311565,-5.636743215,0.5142270836507996,0.6275907390557071,0.4249529928730138,0.5222569385265068,"(42.965, 52.756]",5570,"(4574.0, 12925.5]",33.50084423,30836,MI,2686.179530310261,MI,2972.6691226638623,0.18854390398385235,0.1838452393659934,0.19860797220967574,166.198731605301,162.05692652316085,164.5090330088887,4.141805082140138,13.967575227262461
95,0,North America,2019,Lake Charles,United States,30.201,-93.2128,77471,8.62,9.0,14.2049,80,104.63,18397,71760360.9,Lake Charles,-0.176666667,11247652,16643412,9.72,74115,2.154085084675601,3.117691453623979,16.235669953720397,LA,SE,8.008679674718579,8.619999999999997,7.091883123914373,7.091883123914373,0.6113203252814188,79.62021671012032,-11.31687243,0.4421011086942438,0.6485188555252248,0.4760411185868478,0.5222203609354388,"(64.503, 393.912]",3356,"(-137344.0, 4574.0]",56.626719294359305,19120,LA,2306.3256068392184,LA,2391.017049012209,0.18062899772600716,0.1689704907493189,0.20119673716368103,79.45425380163894,74.32596330600612,88.72161574160823,5.128290495632825,27.87568894728937
96,1,North America,2019,Tampa,United States,27.9595,-82.5992,2189432,8.44,8.43,13.3392,1570,71.71,430841,1749410632.0,Tampa; Saint Petersburg; Clearwater; Brandon; Largo,-0.157212121,119867616,146964582,10.03,1959482,2.1329823086078656,3.167017524422623,18.60189849177328,FL,SE,7.597349071921291,8.44,9.984015735529727,9.984015735529727,0.8426509280787089,46.000737441197984,-15.85244267,0.3845086819081543,0.6647457284399959,0.5087336418311058,0.5193293507264186,"(42.965, 52.756]",229950,"(28675.0, 1016891.0]",42.976920285854014,417234,FL,2621.526042376902,FL,2822.016027539578,0.17721330562963244,0.16103277855456377,0.2068992816361951,2154.6306225680382,1957.901268632864,2263.0432321169574,196.72935393517423,45.661706739881815
97,0,North America,2019,St. George,United States,37.113,-113.594,86193,9.5,9.73,15.5882,120,137.54,23696,41923494.98,St. George,-0.215454545,3503881,6042394,10.5,58818,2.2512917986064958,3.240370349,15.06938176927451,UT,SW,8.911942127045773,9.500000000000002,6.1900828732024085,6.1900828732024085,0.588057873,34.030919822478545,-9.523809524,0.4648693249219813,0.6161662117076129,0.4727535800846829,0.5179297055714257,"(11.959, 42.965]",27375,"(12925.5, 28675.0]",25.30773342193267,17817,UT,2025.0629426251603,UT,2032.0846553209649,0.19712491289691902,0.18613878756513802,0.21546752118656265,94.92013605056951,89.63006644020744,77.74185906369333,5.2900696103620675,22.324736708145117
98,0,North America,2019,Brockton,United States,42.09,-71.0264,104499,9.76,10.44,16.8651,120,111.74,23465,54962970.13,Brockton,-0.211636364,342090303,424318154,11.87,100371,2.278292400425001,3.4452866353904428,19.650585304033083,MA,NE,8.455363777308435,9.76,13.367174412823411,13.367174412823411,1.304636222691565,87.07500504307494,-17.77590564,0.3600846526329231,0.6193509250834092,0.5740231660012869,0.5178195812392065,"(64.503, 393.912]",4128,"(-137344.0, 4574.0]",75.00846977287861,24446,MA,2689.6697329704443,MA,2938.0421834795,0.20193484712652865,0.17750540467244147,0.23991849861241488,139.21622572076268,122.37428475160644,157.7504105808807,16.84194096915624,71.77473244899315
99,0,North America,2019,Huntsville,United States,34.7261,-86.61,113754,8.83,8.81,13.799,110,92.98,25629,88790047.32,Huntsville,-0.090787879,22638644,27313289,10.68,95981,2.178155014615869,3.2680269276736382,16.935168915512605,AL,SE,8.337323585355332,8.830000000000002,5.579574344786749,5.579574344786749,0.49267641464467,57.888723337515685,-17.32209738,0.3658470855664423,0.7201496309776564,0.459273909,0.5150902083629288,"(52.756, 64.503]",17773,"(12925.5, 28675.0]",54.00684668436785,23415,AL,2618.0877488244564,AL,2836.9099163235837,0.18459605428101333,0.17525853721569695,0.2187244058755925,134.21455637672955,127.42551250760238,134.08358280278918,6.78904386912717,26.48969475643673
100,0,North America,2019,Murfreesboro,United States,35.8468,-86.3859,101155,8.27,8.42,13.1285,100,101.72,25462,61869760.71,Murfreesboro,-0.173454545,87444148,124739883,9.72,72684,2.112634509,3.117691453623979,18.286510838950765,TN,SE,7.517650158877117,8.27,9.097337861219858,9.097337861219858,0.7523498411228822,64.50305761533927,-14.91769547,0.3963780515155909,0.6511980588413708,0.4959719477509151,0.5145160193692923,"(52.756, 64.503]",28471,"(12925.5, 28675.0]",54.89102539154453,19622,TN,2268.858233332246,TN,2424.9223082812027,0.17397430090283805,0.15948603115081095,0.20119673716368103,107.41759946630002,98.47205320396945,89.57185434434606,8.945546262330566,35.13292853008627
101,1,North America,2019,Olympia,United States,47.0282,-122.864,126278,6.46,6.47,9.3688,80,60.66,27106,84036334.19,Olympia,-0.135878788,10359603,12478593,6.96,105884,1.8656293177945105,2.638181191654584,16.153424473598044,WA,NW,6.6874188646155845,6.46,-3.520415861,3.520415860922362,-0.227418865,42.95024712944351,-7.183908046,0.4945812679190033,0.6825396825396824,0.3575072967318727,0.5115427490635195,"(11.959, 42.965]",20394,"(12925.5, 28675.0]",40.93297166586984,24783,WA,2166.4687077088656,WA,2372.5029706474293,0.13868774236949155,0.14320285177851377,0.14858342495581134,89.18879111189095,92.0924157801457,79.77680925353083,-2.90362466825475,-10.712110485703349
102,1,North America,2019,Syracuse,United States,43.0803,-76.1545,285661,9.01,9.55,15.2074,280,98.57,63154,198911425.1,Syracuse,-0.162424242,34078440,37177312,10.59,280870,2.1983350716202463,3.254228019054596,17.34417548422981,NY,NE,8.393194149665021,9.009999999999998,6.8457919016090685,6.8457919016090685,0.6168058503349769,57.31994023987308,-14.9197356,0.3963521461007589,0.6603983419270043,0.4768163539130512,0.5111889473136048,"(52.756, 64.503]",4791,"(4574.0, 12925.5]",51.41920794499342,67445,NY,3085.157958785269,NY,3357.9629331746173,0.18798109785524897,0.17632278437672466,0.2170976571149742,398.64924168375234,373.9255972293298,451.7335018497061,24.723644454422526,39.14818452421466
103,1,North America,2019,Salt Lake City,United States,40.6451,-111.917,1086254,10.53,10.68,17.2488,1640,150.87,294280,528456588.9,Salt Lake City; Sandy,-0.240363636,64518692,89432632,12.66,960912,2.354228326145884,3.558089374931439,17.982465538232155,UT,SW,9.282401400436475,10.53,11.848039881894817,11.848039881894817,1.247598599563524,72.55043579276642,-16.82464455,0.3721637148025629,0.5953897482559902,0.5659623915193879,0.5111719515259804,"(64.503, 393.912]",125342,"(28675.0, 1016891.0]",57.14736737680117,279951,UT,2025.0629426251603,UT,2032.0846553209649,0.21601127661639108,0.19307711769016467,0.2536700159704115,1291.751478691722,1154.6047789010688,1438.1019852940678,137.1466997906532,46.60415243667704
104,1,North America,2019,Framingham,United States,42.297,-71.4047,93028,8.66,8.63,13.5587,80,82.58,18771,56963008.14,Framingham; Natick,-0.20569697,342090303,424318154,10.33,90974,2.158714722574344,3.21403173599764,19.650585304033083,MA,NE,7.688616879178008,8.66,11.216895159607295,11.216895159607295,0.971383120821992,87.07500504307494,-16.16650532,0.3805207312566191,0.624304924,0.5269265663843349,0.5105840737696451,"(64.503, 393.912]",2054,"(-137344.0, 4574.0]",75.00846977287861,19956,MA,2689.6697329704443,MA,2938.0421834795,0.18138611268557747,0.16280055210576183,0.21237910905667878,100.03442269204282,89.78448792315201,113.99459125791583,10.24993476889081,54.60516098711209
105,1,North America,2019,Scranton,United States,41.4183,-75.655,99008,7.37,8.0,12.3323,70,71.04,19279,56952097.91,Scranton,-0.171151515,22947984,25221005,8.16,98517,1.9974177062012453,2.856571371,16.948740647475137,PA,NE,7.214980820727341,7.37,2.103380994201617,2.103380994201617,0.1550191792726591,45.5347319389404,-9.681372549,0.4628685981102624,0.6531189970680416,0.4115548999807217,0.5091808317196752,"(42.965, 52.756]",491,"(-137344.0, 4574.0]",40.655765121907145,21093,PA,2792.1494003130947,PA,2963.228057166292,0.15661298883377872,0.15358598819035563,0.1718716829374879,89.46998370683032,87.74071654792901,101.2234964706825,1.7292671589013082,8.969693235651789
106,0,North America,2019,College Station,United States,30.6245,-96.3323,176552,9.67,10.08,16.2295,190,110.36,42651,89708447.74,College Station; Bryan,-0.124727273,10681221,14299770,10.86,141511,2.269028309465203,3.295451410656816,16.18399771080432,TX,SGP,9.700614763589568,9.669999999999998,-0.31659528,0.3165952801403326,-0.030614764,53.337249767811386,-10.95764273,0.4466625881160134,0.691841068,0.3853204030375537,0.507941353,"(52.756, 64.503]",35041,"(28675.0, 1016891.0]",46.41163895177304,36711,TX,2776.859302081202,TX,2862.518949212457,0.20027313964700022,0.2008387807136358,0.221967770030847,244.51206567702883,245.2026528714904,226.27679003822988,-0.6905871944615569,-1.6191582716971629
107,0,North America,2019,Pensacola,United States,30.4394,-87.23,214648,6.67,6.53,9.6191,130,58.63,45412,303005829.7,Pensacola,-0.107818182,15967607,18667263,7.51,211094,1.897619859927532,2.740437921208944,16.58607266550706,FL,SE,6.784500974049244,6.669999999999999,-1.716656283,1.716656282597368,-0.114500974,37.13924783488418,-11.18508655,0.4437745186621292,0.7059447983014862,0.3734652837746312,0.5077282002460822,"(11.959, 42.965]",3554,"(-137344.0, 4574.0]",35.48286145388203,48855,FL,2621.526042376902,FL,2822.016027539578,0.1428578611899738,0.14512307655913714,0.1593374116648748,183.07719462878373,185.98014495690708,204.07083995755886,-2.902950328123353,-6.392474077608018
108,1,North America,2019,Greenville,United States,35.5889,-77.3684,84254,8.61,8.97,14.1231,80,97.79,19613,44903069.14,Greenville,-0.150787879,7416352,8460865,9.99,68636,2.152924318439639,3.160696125855821,15.819197850042071,NC,SE,8.256926695,8.609999999999998,4.100735247178597,4.100735247178597,0.3530733047820771,46.81183676179305,-13.81381381,0.410395081399703,0.6701041350722878,0.4395446645148662,0.5066812936622856,"(42.965, 52.756]",15618,"(12925.5, 28675.0]",38.992181954879314,17269,NC,2329.4226918834875,NC,2623.7477679423478,0.18043960959949912,0.17372468828530052,0.20616576315132173,92.85343813825615,89.39796884171358,82.93389017236862,3.4554692965425744,17.618259810037088
109,0,North America,2019,Brownsville,United States,25.9318,-97.4819,184665,9.69,9.82,15.7162,280,149.21,56857,77675795.71,Brownsville,-0.12630303,8974013,10072582,10.87,155295,2.271094425902674,3.296968304366908,16.00984351414639,TX,SGP,9.758959473298404,9.689999999999998,-0.711656071,0.7116560711909831,-0.068959473,23.80307824644404,-10.85556578,0.447958756,0.6905267414821555,0.3799013823879212,0.5061289598598006,"(11.959, 42.965]",29370,"(28675.0, 1016891.0]",21.992219167071024,51482,TX,2776.859302081202,TX,2862.518949212457,0.20064270673112927,0.20191565519123122,0.2221475616217079,326.5545122457512,328.62628983624995,317.5783122516804,-2.0717775904987548,-3.6438390884126046
110,0,North America,2019,Santa Rosa,United States,38.4445,-122.714,183754,7.9,8.62,13.4741,150,84.1,38127,79879458.83,Santa Rosa,-0.156060606,22072212,27622393,9.04,175124,2.066862759472976,3.0066592756745814,16.909829999762454,CA,SW,7.6487417528667185,7.900000000000002,3.18048414092764,3.18048414092764,0.2512582471332836,55.87776937143967,-12.61061947,0.4256731784158962,0.6657061975533313,0.4251557721739966,0.5055117160477415,"(52.756, 64.503]",8630,"(4574.0, 12925.5]",45.49845811345647,39678,CA,2587.737665958791,CA,2670.777576661472,0.16688055818482062,0.1620286662082976,0.18854390398385235,169.9323641397238,164.99174383566185,193.58981984864948,4.940620304061952,12.958324295281432
111,0,North America,2019,Jacksonville,United States,30.3068,-81.6481,467054,8.94,8.77,13.7871,450,95.72,103468,370771388.1,Jacksonville,-0.146666667,60793957,77187561,10.97,425551,2.190535589185423,3.312099032335839,17.92300095054937,FL,SE,8.234907579426348,8.94,7.886939827445761,7.886939827445761,0.7050924205736511,389.9582748133254,-18.50501367,0.3508264781299768,0.6735416034779091,0.4892933488059963,0.5045538101379607,"(64.503, 393.912]",41503,"(28675.0, 1016891.0]",338.73972396654614,102096,FL,2621.526042376902,FL,2822.016027539578,0.18666636506493572,0.17330410004325292,0.22394319402088436,545.0440474546706,506.0277897156483,599.3779634401211,39.01625773902231,37.70852605542033
112,0,North America,2019,Bountiful,United States,40.8765,-111.892,104821,9.69,9.54,15.1967,160,157.15,33330,42957462.98,Bountiful; Centerville; North Salt Lake,-0.184121212,21282348,27189115,11.58,83769,2.271094425902674,3.402939905434711,16.873388554696756,UT,SW,9.01203898569882,9.689999999999998,6.996501695574602,6.996501695574602,0.6779610143011787,39.80696871559418,-16.32124352,0.378555874,0.6423010817915275,0.4854590349733839,0.5021053302335751,"(11.959, 42.965]",21052,"(12925.5, 28675.0]",38.61282755142215,28478,UT,2025.0629426251603,UT,2032.0846553209649,0.20064270673112927,0.1880193620041095,0.23480714039954198,135.89406441794574,127.34435110191514,135.41267319325414,8.549713316030605,25.651705118603676
113,0,North America,2019,Edmond,United States,35.64,-97.4919,110092,9.93,10.2,16.4015,140,123.81,25809,84813003.33,Edmond,-0.202181818,61143668,81979808,11.38,101993,2.295560478057081,3.373425559,17.928736866085064,OK,SGP,9.491654906157484,9.929999999999998,4.414351398212631,4.414351398212631,0.4383450938425142,58.1850370843536,-12.74165202,0.4240093341239307,0.627236882,0.4515955990312157,0.5009472717230329,"(52.756, 64.503]",8099,"(4574.0, 12925.5]",48.60985892538429,25964,OK,2778.3869569422627,OK,2828.045120874085,0.20506421320469348,0.19697005154038894,0.23126205282536239,149.67435246209521,143.76650346740496,166.8279097438426,5.907848994690255,22.890654402302513
114,0,North America,2019,Springdale,United States,36.183,-94.1465,80076,7.83,7.96,12.2642,80,94.79,19903,52891286.34,Springdale,-0.176848485,17703662,24961100,9.0,63520,2.057962510002712,3.0,16.68928206880009,AR,SE,7.524411805,7.830000000000001,3.902786658876893,3.902786658876893,0.3055881953900607,120.58327657087096,-13.0,0.4207288453958793,0.6483672025073299,0.4328338877141202,0.5006433118724432,"(64.503, 393.912]",16556,"(12925.5, 28675.0]",84.14687960454394,17040,AR,2192.153721149351,AR,2398.3381405593905,0.1655316616929915,0.15961736764273327,0.18779340908161724,79.01508867091783,76.19195221455965,70.14891229756046,2.823136456358185,14.184476995217729
115,0,North America,2019,Hartford,United States,41.7318,-72.7015,373379,9.94,10.65,17.1773,410,108.65,79789,198846575.5,Hartford; New Britain,-0.201151515,86187456,92668001,12.2,359519,2.2965670206684825,3.492849839314596,18.2720352030028,CT,NE,8.996929008913298,9.939999999999998,9.487635725218306,9.487635725218306,0.9430709910866996,76.91075603567833,-18.52459016,0.3505778969103137,0.6280962491153574,0.5229253882078505,0.5005331780778405,"(64.503, 393.912]",13860,"(12925.5, 28675.0]",71.05571512899067,83551,CT,2860.835088287032,CT,3067.5145840971613,0.20524791095426598,0.18773576132001257,0.24569335266634185,502.3523101401109,459.4906372325278,587.2700901265131,42.86167290758311,53.71877440196407
116,0,North America,2019,Roanoke,United States,37.2876,-79.9676,108851,9.78,9.98,16.0833,110,101.99,21757,87835081.59,Roanoke,-0.216606061,14345693,14568847,11.67,106174,2.280339484046726,3.4161381705077445,16.478960315746246,VA,SE,8.986289690677733,9.78,8.115647334583501,8.115647334583501,0.7937103093222664,46.57619343,-16.19537275,0.3801541742309731,0.6152057425942776,0.5018171668946471,0.4990590279066326,"(42.965, 52.756]",2677,"(-137344.0, 4574.0]",46.44227289061261,23239,VA,2725.86100157041,VA,2837.242203850497,0.20230364630799202,0.18753601145301246,0.2363970916205358,124.88179532831948,115.76575225594081,149.74877258951977,9.116043072378673,41.89935686160166
117,1,North America,2019,Champaign,United States,40.1087,-88.2496,152417,12.27,12.88,21.1597,200,129.85,32965,88896524.52,Champaign; Urbana,-0.207393939,10193754,10496221,14.37,137757,2.507157259,3.790778284204973,16.137285737748687,IL,MW,11.725808160955124,12.269999999999998,4.435141312509148,4.435141312509148,0.5441918390448723,46.43667517574868,-14.61377871,0.4002371702694112,0.6228894955009604,0.4665542648368351,0.4965603102024022,"(42.965, 52.756]",14660,"(12925.5, 28675.0]",43.48036426453966,32271,IL,2540.24586135474,IL,2618.3253983047825,0.24691266985747218,0.23738134567431135,0.2825898337533137,213.11797163472295,204.89119057046747,231.65661695570836,8.226781064255476,24.956108188246553
